Date;Open;High;Low;Close;Predicted Median Price;Predicted Close
2006.09.01;1.2805;1.2846;1.2754;1.2835;1.28200576641;0.0
2006.09.04;1.2845;1.2874;1.2839;1.286;1.28183001763;0.0
2006.09.05;1.2861;1.2864;1.2795;1.2816;1.28453944807;0.0
2006.09.06;1.2817;1.2832;1.277;1.2805;1.28264105102;0.0
2006.09.07;1.2804;1.283;1.2706;1.2734;1.28059122179;0.0
2006.09.08;1.2735;1.2739;1.2651;1.2673;1.27580060176;0.0
2006.09.11;1.2667;1.2739;1.2648;1.2697;1.26984691491;0.0
2006.09.12;1.2698;1.2732;1.2671;1.2682;1.26947685988;0.0
2006.09.13;1.2683;1.2716;1.2666;1.2697;1.26976507639;0.0
2006.09.14;1.2696;1.2752;1.2675;1.2723;1.26970677198;0.0
2006.09.15;1.2724;1.2735;1.263;1.2665;1.27199515854;0.0
2006.09.18;1.2634;1.271;1.2631;1.2702;1.2678550086;0.0
2006.09.19;1.2703;1.2725;1.265;1.2671;1.26772325007;0.0
2006.09.20;1.267;1.2727;1.2665;1.2688;1.2676694238;0.0
2006.09.21;1.2687;1.2797;1.2682;1.278;1.26900187066;0.0
2006.09.22;1.2781;1.2829;1.2776;1.2783;1.27489345836;0.0
2006.09.25;1.2789;1.2818;1.2731;1.2745;1.27906518189;0.0
2006.09.26;1.2746;1.2761;1.2662;1.2683;1.27629217733;0.0
2006.09.27;1.2682;1.2717;1.2671;1.2701;1.27077916445;0.0
2006.09.28;1.2702;1.2732;1.2678;1.2694;1.26961766758;0.0
2006.09.29;1.2695;1.2713;1.2639;1.2673;1.26978466497;0.0
2006.10.02;1.2682;1.2757;1.2662;1.2737;1.26821153397;0.0
2006.10.03;1.2738;1.2764;1.2719;1.2729;1.27204527071;0.0
2006.10.04;1.273;1.2738;1.2668;1.2715;1.27324926082;0.0
2006.10.05;1.2716;1.2725;1.267;1.2692;1.27072426613;0.0
2006.10.06;1.2693;1.2714;1.2572;1.2599;1.26932054045;0.0
2006.10.09;1.2589;1.2613;1.2584;1.2593;1.2633015821;0.0
2006.10.10;1.2594;1.2612;1.2517;1.2533;1.26033612078;0.0
2006.10.11;1.2534;1.2556;1.2502;1.2523;1.25588617244;0.0
2006.10.12;1.2522;1.2565;1.2516;1.2558;1.25361191764;0.0
2006.10.13;1.256;1.2577;1.2482;1.2512;1.25464114671;0.0
2006.10.16;1.2501;1.2536;1.2489;1.2532;1.25271056687;0.0
2006.10.17;1.2533;1.2564;1.2508;1.2536;1.25162078006;0.0
2006.10.18;1.2537;1.2557;1.2501;1.2533;1.25355962255;0.0
2006.10.19;1.2534;1.2641;1.2532;1.2623;1.25330271732;0.0
2006.10.20;1.2622;1.2638;1.2596;1.261;1.25897162634;0.0
2006.10.23;1.2615;1.262;1.2535;1.2547;1.26060561676;0.0
2006.10.24;1.2548;1.2575;1.2524;1.2553;1.25673973205;0.0
2006.10.25;1.2554;1.2621;1.2553;1.2607;1.25519529927;0.0
2006.10.26;1.2606;1.2701;1.2605;1.2687;1.25871657391;0.0
2006.10.27;1.2688;1.2749;1.2662;1.274;1.26533273422;0.0
2006.10.30;1.273;1.2734;1.2698;1.2715;1.27111548775;0.0
2006.10.31;1.2716;1.2782;1.2677;1.2764;1.27164213001;0.0
2006.11.01;1.2762;1.2797;1.2742;1.2754;1.27355761244;0.0
2006.11.02;1.2755;1.2784;1.2736;1.2778;1.27567098102;0.0
2006.11.03;1.2777;1.2791;1.2681;1.2716;1.27568808105;0.0
2006.11.06;1.2715;1.2732;1.2689;1.2732;1.27332231253;0.0
2006.11.07;1.2731;1.2818;1.2721;1.2782;1.27253289861;0.0
2006.11.08;1.2783;1.2806;1.2745;1.2757;1.27708777644;0.0
2006.11.09;1.2758;1.2847;1.2749;1.2837;1.27683982224;0.0
2006.11.10;1.2836;1.2899;1.2829;1.284;1.28094043767;0.0
2006.11.13;1.285;1.2877;1.2795;1.2807;1.28495989169;0.0
2006.11.14;1.2808;1.287;1.2789;1.281;1.28281847967;0.0
2006.11.15;1.2809;1.2833;1.2772;1.283;1.28286093749;0.0
2006.11.16;1.2829;1.284;1.2783;1.2797;1.28145927384;0.0
2006.11.17;1.2796;1.2844;1.2761;1.2828;1.28069563616;0.0
2006.11.20;1.2825;1.285;1.2804;1.2816;1.28101128387;0.0
2006.11.21;1.2815;1.2853;1.2797;1.2846;1.28270712028;0.0
2006.11.22;1.2847;1.2956;1.2839;1.2941;1.28329725955;0.0
2006.11.23;1.2942;1.2974;1.2927;1.2952;1.29094240136;0.0
2006.11.24;1.2949;1.3109;1.2946;1.3093;1.29429502729;0.0
2006.11.27;1.3159;1.3161;1.3085;1.3132;1.30403819301;0.0
2006.11.28;1.3133;1.3208;1.3118;1.3192;1.31170457537;0.0
2006.11.29;1.3193;1.3217;1.3131;1.3152;1.31631471223;0.0
2006.11.30;1.3151;1.3273;1.314;1.3238;1.31630323843;0.0
2006.12.01;1.3239;1.3347;1.3219;1.3336;1.32090862995;0.0
2006.12.04;1.3363;1.3363;1.3281;1.3339;1.32936767533;0.0
2006.12.05;1.334;1.3362;1.3286;1.3315;1.33197369159;0.0
2006.12.06;1.3316;1.334;1.3254;1.3279;1.33285998284;0.0
2006.12.07;1.328;1.3323;1.3275;1.3283;1.32998798175;0.0
2006.12.08;1.3282;1.3364;1.3189;1.32;1.32969837458;0.0
2006.12.11;1.3182;1.326;1.3129;1.325;1.32527669181;0.0
2006.12.12;1.3248;1.3291;1.3211;1.3283;1.32288065177;0.0
2006.12.13;1.3284;1.3287;1.319;1.3207;1.32661665099;0.0
2006.12.14;1.3208;1.3252;1.314;1.3152;1.32330573726;0.0
2006.12.15;1.3151;1.3186;1.3059;1.3079;1.31932654955;0.0
2006.12.18;1.3082;1.3117;1.3051;1.3098;1.31150614294;0.0
2006.12.19;1.3097;1.3214;1.3082;1.3196;1.30947969283;0.0
2006.12.20;1.3197;1.3244;1.3159;1.3175;1.3160489299;0.0
2006.12.21;1.3176;1.3212;1.314;1.318;1.31958976097;0.0
2006.12.22;1.3179;1.3211;1.3107;1.3128;1.31870915002;0.0
2006.12.25;1.3129;1.3131;1.3126;1.3129;1.3149457668;0.0
2006.12.26;1.3138;1.3139;1.309;1.3101;1.31268670936;0.0
2006.12.27;1.3102;1.3177;1.3094;1.3127;1.31029316026;0.0
2006.12.28;1.3125;1.3201;1.3105;1.3148;1.31368254455;0.0
2006.12.29;1.3149;1.3205;1.3137;1.3198;1.31555190232;0.0
2007.01.01;1.3197;1.3197;1.3197;1.3197;1.3181346551;0.0
2007.01.02;1.3232;1.3296;1.3232;1.3277;1.31923022522;0.0
2007.01.03;1.3278;1.3289;1.3145;1.3163;1.32569476602;0.0
2007.01.04;1.3164;1.3179;1.3075;1.3091;1.31966997016;0.0
2007.01.05;1.309;1.3104;1.298;1.3001;1.31177837333;0.0
2007.01.08;1.301;1.3035;1.2971;1.3029;1.30354514499;0.0
2007.01.09;1.3028;1.3052;1.2985;1.2992;1.30216545631;0.0
2007.01.10;1.2993;1.3;1.293;1.2939;1.30080086074;0.0
2007.01.11;1.2938;1.3014;1.2881;1.2895;1.29630642302;0.0
2007.01.12;1.2894;1.2944;1.2865;1.2922;1.29318218465;0.0
2007.01.15;1.2925;1.2956;1.2914;1.2934;1.29185098002;0.0
2007.01.16;1.2933;1.2988;1.2907;1.2916;1.29316156023;0.0
2007.01.17;1.2915;1.2949;1.2896;1.2939;1.29333714287;0.0
2007.01.18;1.2938;1.2975;1.2895;1.2959;1.29332570975;0.0
2007.01.19;1.296;1.2998;1.2912;1.296;1.29405423248;0.0
2007.01.22;1.2956;1.2976;1.2921;1.2941;1.29478166626;0.0
2007.01.23;1.2942;1.3042;1.2927;1.3019;1.29444772605;0.0
2007.01.24;1.302;1.3034;1.2946;1.2962;1.29881715002;0.0
2007.01.25;1.2961;1.3;1.2913;1.2925;1.29781255293;0.0
2007.01.26;1.2924;1.2943;1.2876;1.2914;1.29469050432;0.0
2007.01.29;1.2921;1.2965;1.2896;1.2957;1.29188227892;0.0
2007.01.30;1.2958;1.298;1.2942;1.2963;1.29354975125;0.0
2007.01.31;1.2962;1.3036;1.2923;1.3021;1.29530632745;0.0
2007.02.01;1.3022;1.3055;1.3001;1.3021;1.29927284048;0.0
2007.02.02;1.302;1.3063;1.2949;1.2959;1.30192472537;0.0
2007.02.05;1.2955;1.2964;1.2912;1.2928;1.29906011558;0.0
2007.02.06;1.2927;1.299;1.2911;1.2983;1.29387027196;0.0
